sentID,sent,words,lexids
mbh12_25985.xml,"f1d,i,n1s,pre[1] a3s","SatapaTe,hi,brAhmaRam,Bavati","pn,0,0,0"
mbh12_26174.xml,"n1s,n1s,iic,n1s","tat,etat,brahma,agnIzomIyam","0,0,0,ctp6"
mbh03_14430.xml,"f1s,i,prf a3s","sA,prati,uvAca","0,preverb,0"
mbh03_14529.xml,"i,m1s,i,prf a3s","aTa,fziH,cintayAm,Asa","0,0,ppf actn,0"
mbh03_14616.xml,"i,i,i,pre[9] a3s,x2s,m1s,i","aTa,prati,aBi,jAnAti,mAm,BavAn,iti","0,preverb,preverb,0,0,0,0"
mbh03_14571.xml,"i,i,fut m1s,x1s,m6s,m2d,i,m1p,iic,m1p,pre[1] a3p","na,ut,srakzye,aham,vAmadevasya,vAmyO,na,evaMviDAH,Darma,SIlAH,Bavanti","0,preverb,0,0,pn,0,0,0,0,ctp6,0"
mbh03_14517.xml,"m1s,i,iic,m2s,m2s,m2s,ipf[2] a3s","sa,gatvA,vAmadeva,ASramam,tam,fzim,abravIt","0,abs,pn,ctp6,0,0,0"
mbh03_14423.xml,"m1s,i,ipf[10] a3s","sa,SrutvA,acintayat","0,abs,0"
mbh12_26112.xml,"i,m1s,m2s,ipf[2] a3s,iic,iic,iic,mvs,mvs,ipv[1] m2s,f2s","tataH,sa,nahuzam,abravIt,a,kArya,pra,vftta,pApa,patasva,mahIm","0,0,pn,0,0,pfp. [1], ctp na,preverb,adj pp., ctp2,0,0,0"
mbh12_26134.xml,"i,m3p,i,n1s,iic,n1s,i,n3s,i,f1s,f2s,i,aor[root] a3s","tatra,devEH,pUrvam,etat,pra,aSyam,na,anyena,iti,AditiH,BikzAm,na,adAt","0,0,0,0,preverb,pfp. [1],0,0,0,pn,0,0,0"
mbh12_26076.xml,"n1s,n1s,i,pre p3s,x3s","Endram,padam,aDi,Asyate,mayA","adj,0,preverb,0,0"
mbh12_26114.xml,"m1s,iic,iic,iic,m2s,i,n5s,n5s,i,ipf[1] a3s","sa,mahA,fzi,vAkya,samakAlam,eva,tasmAt,yAnAt,ava,apatat","0,0,ck,ctp6,ctp6,0,0,0,preverb,0"
mbh12_26144.xml,"m1s,m3s,iic,m1s,m2s,aor[a] a3s","sa,yakzmaRA,A,vizwaH,dakzam,agamat","0,0,preverb,adj pp.,0,0"
mbh12_13965.xml,"iic,n3s,m1s,i","apatya,utpAdanena,prajApatiH,iti","0,ctp6,pn ctp6,0"
mbh03_14599.xml,"m4p,f1s,n2p,i,mvs,iic,m2s,pop[1] a1s","brAhmaReByaH,mfgayantI,sUnftAni,taTA,brahman,puRya,lokam,laBeyam","0,ppr. [10] ac.,0,0,0,0,ck,0"
mbh03_14516.xml,"iic,m2s,ipv[2] a2s,i","vAmadeva,ASramam,yAhi,iti","pn,ctp6,0,0"
mbh01_7116.xml,"m6s,f1s","manoH,ilA","0,0"
mbh03_14549.xml,"m1s,prf a3s","rAjA,uvAca","0,0"
mbh12_13925.xml,"i,n1s,iic,n1s,m3s,iic,n1s,i","iti,etat,loka,nirmARam,brahmaRA,vi,hitam,purA","0,0,0,ctp6,0,preverb,pp.,0"
mbh12_13959.xml,"iic,iic,f2s,iic,m1s,i,i,i,m1p,m1p,iic,iic,m1p,iic,m1p,iic,iic,iic,iic,m2s,f2s,i,pre[1] a3p","vAna,prasTa,AnAm,dravya,upaskAraH,iti,prAyaSaH,Kalu,ete,sADavaH,sADu,paTya,darSanAH,svADyAya,prasaNginaH,tIrTa,aBigamana,deSa,darSana,arTam,pfTivIm,pari,awanti","0,ctp7,0,0,ctp6,0,0,0,0,0,0,ck,ck,0,ctp2,0,ctp2,cd,ctp2,ctp4,0,preverb,0"
mbh12_13954.xml,"m6s,iic,n2s,n2s,i,i,i,fut a1p","tasya,samudAcAra,lakzaRam,sarvam,anu,vi,A,KyAsyAmaH","0,0,ctp6,0,0,preverb,preverb,0"
mbh03_14598.xml,"i,n1s,mvs,x1s,m2s,n7s,n7s,iic,f1s,i,ipf[1] a1s","yaTA,yuktam,vAmadeva,aham,enam,dine,dine,sam,viSantI,vi,aSaMsam","0,pp.,pn,0,0,0,0,preverb,ppr. [6] ac.,preverb,0"
mbh12_13900.xml,"n1s,n1s,m3s,iic,n1s,n6p,f1p,f1p,i,n2s,i,pre[9] a1p","yat,etat,BavatA,aBi,hitam,suKAnAm,paramAH,striyaH,iti,tat,na,gfhRImaH","0,0,0,preverb,pp.,0,0,0,0,0,0,0"
mbh03_14504.xml,"m2s,i,iic,i,m3s,i,ipf[1] a3s","mfgam,ca,A,sAdya,raTena,anu,aDAvat","0,0,preverb,abs,0,preverb,0"
mbh03_14477.xml,"i,i,x6s,iic,m2s,m3p,n1s,m3p,i,x4s","alam,kftvA,tava,a,Darmam,maRqUkEH,kim,hatEH,hi,te","0,abs,0,0,ctp na,0,0,adj pp.,0,0"
mbh12_26143.xml,"iic,m5s,m2s,m2s,m1s,i,prf a3s","dakza,SApAt,somam,rAjAnam,yakzmA,A,viveSa","pn,ctp6,pn,0,0,preverb,0"
mbh12_26069.xml,"n1s,x2s,iic,iic,n1s,iic,n1s,i,f2s,i","sarvam,mAm,Sakra,upa,Buktam,upa,sTitam,fte,SacIm,iti","0,0,pn,preverb,pp., ctp3,preverb,pp.,0,pn,0"
mbh12_26107.xml,"i,f2s,iic,iic,f2s,i,prf a3s,m1s,m1s,m1s,m1s,i","aTa,indrARIm,aBi,A,gatAm,dfzwvA,uvAca,nahuzaH,pUrRaH,sa,kAlaH,iti","0,0,preverb,preverb,pp.,abs,0,0,pp.,0,0,0"
mbh03_14442.xml,"n3s,n2s,i,m2s,iic,i,ipf[1] a3s","padena,anupadam,dfzwvA,rAjAnam,pari,vArya,atizWat","0,0,abs,0,preverb,abs,0"
mbh12_26029.xml,"m2s,i,m2s,i,f1p,prf a3p,pre[1] m1p,x1p,i,i","saktam,ca,enam,jYAtvA,apsarasaH,UcuH,gacCAmahe,vayam,yaTAgatam,iti","pp.,0,0,abs,0,0,0,0,adv cab,0"
mbh03_14499.xml,"iic,m1s,pre[2] a1s,i","anu,gfhItaH,asmi,iti","preverb,pp.,0,0"
mbh12_26117.xml,"prf a3p,i,m2s,mvs,m2s,iic,iic,iic,m2s,i,pre[1] a2s,i","UcuH,ca,enam,Bagavan,indram,brahma,vaDyA,aBi,BUtam,trAtum,arhasi,iti","0,0,0,0,0,0,ctp6,preverb,adj pp. ctp3,inf,0,0"
mbh12_26140.xml,"i,f1p,f1p,f1p,f1p,m6s,n2s,i,m2s,m2s,prf a3p","tataH,tAH,SezAH,patnyaH,IrzyAvatyaH,pituH,samIpam,gatvA,imam,arTam,SaSaMsuH","0,0,adj,0,adj pfp. [1],0,0,0,0,0,0"
mbh12_13957.xml,"n2s,i,iic,m6p,n2s,i,i,pre[1] a3p","tat,hi,sarva,ASramARAm,mUlam,ud,A,haranti","0,0,0,ck,0,preverb,preverb,0"
mbh03_14574.xml,"n7s,i,i,i,m1s,m1s,i,prf a3s,n2s,n2s,m1s","rAjye,tadA,tatra,gatvA,sa,vipraH,pra,uvAca,idam,vacanam,vAmadevaH","ca. pfp. [1],0,0,abs,0,0,preverb,0,0,0,pn"
mbh03_14472.xml,"i,pre[1] a2s,m6p,m6p,m2s,i,i","na,arhasi,maRqUkAnAm,anaparADinAm,vaDam,kartum,iti","0,0,0,adj ctp na,0,inf,0"
mbh12_26007.xml,"m3p,m6s,m3p,m1s,m1s,f2s,iic,m1s","tEH,asya,BujagEH,pIqyamAnaH,kaRWaH,nilatAm,upa,nItaH","0,0,0,adj ppr. ps.,0,0,preverb,pp."
mbh03_14536.xml,"i,iic,n2s,i,cau ipv a2s,iic,m2d,i","yadi,pari,Aptam,nir,yAtayA,upADyAya,vAmyO,iti","0,preverb,pp.,preverb,0,0,ctp6,0"
mbh12_25983.xml,"n5s,m1p,i,iic,m1p,m2p,i,pre[1] a3p","tasmAt,brAhmaRAH,hi,agni,BUtAH,yajYAn,ud,vahanti","0,0,0,0,pp., ck,0,preverb,0"
mbh03_14540.xml,"iic,m1p,m1p,n6p,n6p","an,arhAH,brAhmaRAH,ratnAnAm,evaMviDAnAm","0,adj ctp na,0,0,0"
mbh03_14473.xml,"m1d,i,i,pre[1] a3d","SlokO,ca,atra,BavataH","0,0,0,0"
mbh12_13960.xml,"m6p,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,f1p,i,i","tezAm,pratyutTAna,aBivAdana,an,asUyA,vAk,pradAna,sOmuKya,Sakti,Asana,Sayana,aBi,ava,hAra,satkriyAH,ca,iti","0,0,cd,cd,ctp na,ck,ctp6,cd,ck,ck,cd,preverb, cd,preverb,0,cd,0,0"
mbh12_26035.xml,"m1s,m2p,prf a3s","tataH,mantrAn,jajApa","0,0,0"
mbh03_14629.xml,"pre[2] a3s,m1s,i,m5s,iic,iic,m1s,i","asti,kaH,cit,BavataH,cira,jAta,taraH,iti","0,0,0,0,0,pp., ck,0,0"
mbh12_25947.xml,"iic,m1s,prf a3s","SrI,BagavAn,uvAca","ck,0,0"
mbh12_26046.xml,"m6s,n3p,m2s,ipv p3s,i","tasya,asTiBiH,vajram,kriyatAm,iti","0,0,0,0,0"
mbh03_14479.xml,"i,i,pre p3s,n2s,x3s","na,hi,kzamyate,tat,mayA","0,0,0,0,0"
mbh03_14667.xml,"iic,i,m2s,m2s,m2s,i,i,i,pop[1] a3s","vi,hAya,vfttam,pApizWam,Darmam,eva,aBi,sam,Srayet","preverb,abs,pp.,adj,0,0,preverb,preverb,0"
mbh03_14424.xml,"i,i,iic,f2s,pre[4] a1s","na,iha,manuzya,gatim,paSyAmi","0,0,0,ctp6,0"
mbh12_26133.xml,"f2s,i,aor[a] a3s,f2s,ipv[3] a2s,i","aditim,ca,avocat,BikzAm,dehi,iti","pn,0,0,0,0,0"
mbh03_14584.xml,"i,m1s,m3s,mvs,iic,n7s,iic,m2s,prf a3s","evam,uktaH,vAmadevena,rAjan,antaH,pure,rAja,putram,jaGAna","0,pp.,pn,0,0,cab,0,ctp6,0"
mbh12_25966.xml,"n5s,i,iic,iic,m2s,n1s,n1s,i","kasmAt,iti,loka,pratyakza,guRam,etat,tat,yaTA","0,0,0,ctp7,ck,0,0,0"
mbh03_14419.xml,"n2s,i,prf a3s","tat,ca,viveSa","0,0,0"
mbh03_14465.xml,"m1s,x3s,m1s,m1s,m3p,m3p,n3p,x2s,i,pop[1] a3s,i","yaH,mayA,arTI,sa,mftakEH,maRqUkEH,upAyanEH,mAm,upa,tizWet,iti","0,0,0,0,adj,0,0,0,preverb,0,0"
mbh03_14661.xml,"iic,m1s,ipv[2] a2s,i","a,vyagraH,yAhi,iti","0,ctp na,0,0"
mbh03_14535.xml,"m2s,ipv[2] a2s","rAjAnam,brUhi","0,0"
mbh12_13951.xml,"m2s,m1s,i,iic,iic,i,m1s,m2s,i,pop[5] a3s","gurum,yaH,tu,sam,A,rADya,dvijaH,vedam,ava,ApnuyAt","0,0,0,preverb,preverb,abs,0,0,preverb,0"
mbh12_26149.xml,"i,i,ipf[1] a3s,m1s,i,iic,iic,n2s","aTa,A,agacCat,somaH,tatra,hiraRya,saraH,tIrTam","0,preverb,0,0,0,0,ck,ck"
mbh12_26061.xml,"m1p,i,i,ipf[1] m3p,iic,m6p","mantrAH,na,pra,avartanta,mahA,fzIRAm","0,0,preverb,0,0,ck"
mbh12_25988.xml,"m1s,m1s,iic,n2p,iic,iic,i,m2p,cau pre a3s","agniH,vizRuH,sarva,BUtAni,anu,pra,viSya,prARAn,DArayati","0,0,0,pp., ck,preverb,preverb,abb,0,0"
mbh03_14480.xml,"fut a1s,m2p","hanizyAmi,etAn","0,0"
mbh12_26092.xml,"i,m2s,iic,iic,m2s,cau ipf a3s","tatra,indram,bisa,granTi,gatam,adarSayat","0,0,0,ctp6,adj pp., ctp7,0"
mbh01_969.xml,"n1s,pre[2] a2s","kim,rodizi","0,0"
mbh12_25968.xml,"m7s,m7s,pre[3] a3s,i,i,pre[2] a1s","dIpyamAne,agnO,juhoti,iti,kftvA,bravImi","ppr. ps.,0,0,0,abs,0"
mbh03_14577.xml,"n2s,i,m6s,n2s,m1s,m1s,m2s,prf a3s,m5s","etat,SrutvA,vAmadevasya,vAkyam,sa,pArTivaH,sUtam,uvAca,rozAt","0,abs,pn,0,0,0,0,0,0"
mbh12_26088.xml,"prf a3s,i,f2s,f1s,pre[2] a1s,x3s,iic,f1s,iic,f1s","uvAca,ca,enAm,iyam,asmi,tvayA,upa,hUtA,upa,sTitA","0,0,0,0,0,0,preverb,pp.,preverb,pp."
mbh12_13902.xml,"pre p3s,i,m1s,iic,m1s,m1s,m1s,m1s,pre[1] a3s","SrUyate,ca,BagavAn,triloka,kft,brahmA,praBuH,ekAkI,tizWati","0,0,0,cdvigu,0,pn,0,0,0"
mbh12_26150.xml,"i,i,x6s,n2s,ipf[8] a3s","gatvA,ca,AtmanaH,snapanam,akarot","0,0,0,0,0"
mbh03_14435.xml,"m3s,x1s,f1s,x3s,i","samayena,aham,SakyA,tvayA,labDum","0,0,pfp. [1],0,inf"
mbh12_13936.xml,"n1s,pre p3s,n1s,n2s,n2s,pre p3s","yAdfSam,dIyate,dAnam,tAdfSam,Palam,Apyate","adj,0,0,adj,0,0"
mbh03_14587.xml,"i,ipv p3s,m1s,iic,m1s,ipv[4] m2p,x6s,n2s,i,iic,mvp","A,nIyatAm,aparaH,tigma,tejAH,paSyaDvam,me,vIryam,adya,kziti,ISAH","preverb,0,0,0,ck,0,0,0,0,0,ctp6"
mbh12_26138.xml,"f5p,m4s,n1s,i,ipf[2] a3s,ipv[1] a2s,m4s,ipv[1] a2s,m4s,iic,f2s,m4s","tAByaH,kaSyapAya,trayodaSa,pra,adAt,daSa,DarmAya,daSa,manave,sapta,viMSatim,indave","0,pn,0,preverb,0,0,0,0,pn,pp.,0,pn"
mbh03_14575.xml,"m2s,m2s,m6p,i,m2s,i,mvs,iic,m7p,n1s","dalam,rAjAnam,brAhmaRAnAm,hi,deyam,evam,rAjan,sarva,Darmezu,dfzwam","pn,0,0,0,pfp. [1],0,0,0,ck,pp."
mbh12_25940.xml,"i,i,m7s,pre[1] a3s","api,hi,purARe,Bavati","0,0,pn,0"
mbh03_14632.xml,"m7s,m1s,n1s,m1s,i,i","tasmin,nAqIjaNGaH,nAma,bakaH,prati,vasati","0,pn,0,0,preverb,0"
mbh12_25969.xml,"iic,m1s,m1s,n3s,n2p,i,iic,i,n2s,cau pre p3s,i","BUta,sargaH,kftaH,brahmaRA,BUtAni,ca,prati,sTApya,trElokyam,DAryate,iti","pp.,ctp6,pp.,0,pp.,0,preverb,abs,0,0,0"
mbh12_13963.xml,"m1s,i,n2s,m4s,n2s,iic,i,pre[1] a3s","sa,dattvA,duzkftam,tasmE,puRyam,A,dAya,gacCati","0,abs,0,0,0,preverb,abs,0"
mbh03_14665.xml,"pre[1] a3s,i,m2p,m2p,iic,m1s,m1s,pre p3s","patati,eva,aDamAn,lokAn,yAvat,SabdaH,sa,kIrtyate","0,0,adj,0,0,0,0,0"
mbh12_26095.xml,"n1s,i,x2s,f1s,iic,i,i,aor[a] a3s,f1s,f1s,i","nazwam,hi,mAm,iyam,anu,izya,upa,agamat,duHKA,ArtA,iti","pp.,0,0,0,preverb,abs,preverb,0,0,adj ctp3,0"
mbh12_26010.xml,"i,m1s,f6p,prf a3s","aTa,bfhaspatiH,apAm,cukroDa","0,pn,0,0"
mbh12_26057.xml,"f7s,iic,f7s,iic,f7s,n5s,m1s,iic,n2s,iic,i,f7p,f2s,f2s,iic,iic,f2s,f2s,i,prf m3s","tasyAm,dvEDI,BUtAyAm,brahma,vaDyAyAm,Bayat,indraH,deva,rAjyam,pari,tyajya,apsu,samBavAm,SItalAm,mAnasa,saraH,gatAm,nalinIm,pra,pede","0,0,ck,0,ctp6,0,pn,0,ctp6,preverb,abs,0,0,adj,0,ctp6,pp., ctp2,0,preverb,0"
mbh12_13912.xml,"iic,iic,iic,m3p,i,pre p3p","viviDa,vyADi,gaRa,upatApEH,ava,kIryante","0,ck,ctp6,ctp6,preverb,0"
mbh12_26019.xml,"i,m2s,iic,n2s,iic,m2s,f1s,prf a3s","aTa,viSvarUpam,nandana,vanam,upa,gatam,mAtA,uvAca","0,pn,pn,ctp6,preverb,adj pp.,0,0"
mbh12_26050.xml,"n2s,fut a2p,n2s,fut a1s,i","yat,vakzyaTa,tat,karizyAmi,iti","0,0,0,0,0"
mbh12_13929.xml,"n6s,i,iic,n6s,iic,m6s,n6s,i","tapasaH,ca,su,taptasya,sva,aDyAyasya,hutasya,ca","0,0,0,ctp prAdi,0,0,pp.,0"
mbh12_26136.xml,"m1s,m1s,m1s,ipf[1] a3s,iic,m1s","sa,mArtaRqaH,vivasvAn,aBavat,SrAdDa,devaH","0,adj,0,0,0,ck"
mbh12_13979.xml,"m1s,i,f2s,iic,m1s,f2s,iic,iic,iic,f2s,pop[1] a3s","yaH,tu,etAm,ni,yataH,caryAm,brahma,fzi,vi,hitAm,caret","0,0,0,preverb,pp.,pfp. [1],0,ck,preverb,adj pp., ctp3,0"
mbh03_14469.xml,"iic,i,i,m2s,prf a3s","upa,itya,ca,enam,uvAca","preverb,abs,0,0,0"
mbh12_25979.xml,"i,i,m2s,n1s,iic,pre[1] a3s","na,vinA,puruzam,tapaH,sam,Bavati","0,0,0,0,preverb,0"
mbh12_26066.xml,"m1s,x3p,n3p,n6p,n7s,m3p,iic,iic,m3p,iic,n2s,iic,prf a3s","nahuzaH,paYcaBiH,SatEH,jyotizAm,lalAwe,jvaladBiH,sarva,tejaH,harEH,tri,vizwapam,pAlayAm,baBUva","pn,0,0,0,0,ppr. [1] ac.,0,ck,ctp2,0,0,ppf actn,0"
mbh12_25976.xml,"m1s,i,m6p,m1s,m1s","agniH,hi,yajYAnAm,hotA,kartA","0,0,0,0,0"
mbh03_14552.xml,"m1s,prf a3s","vAmadevaH,uvAca","pn,0"
mbh03_14444.xml,"iic,n2s,iic,iic,i,i,f3s,i,m1s,pre[2] m3s","sva,nagaram,anu,pra,Apya,rahasi,tayA,saha,raman,Aste","0,ck,preverb,preverb,abs,adv,0,0,ppr. [1] ac.,0"
mbh12_26103.xml,"m6s,i,n2p,n2p,n6s,n2p,i,n2p,x3s","indrasya,hi,mahAnti,vAhanAni,manasaH,priyARi,aDi,rUQAni,mayA","pn,0,adj,0,0,adj,0,pp.,0"
mbh03_14621.xml,"iic,m7s,i,m7s,m1s","pra,kfzwe,ca,aDvani,himavAn","preverb,pp.,0,0,0"
mbh12_26137.xml,"m6s,i,f1p,f1s,ipf[2] a3p","dakzasya,vE,duhitaraH,zazwiH,Asan","pn,0,0,0,0"
mbh12_26028.xml,"f2p,i,i,n1s,n2s,m6s,ipf[1] a3s,f7p,i,f7p,i,i,m1s,ipf[1] a3s","tAH,ca,dfzwvA,manaH,kzuBitam,tasya,aBavat,tAsu,ca,apsaraHsu,nacirAt,eva,saktaH,aBavat","0,0,abs,0,pp.,0,0,0,0,0,0,0,pp.,0"
mbh03_14483.xml,"i,pre[1] a2s,mvs,x2s,iic,i,i","na,arhasi,vidvan,mAm,upa,rodDum,iti","0,0,ppf. ac.,0,preverb,inf,0"
mbh12_26032.xml,"f1p,m2s,ipf[2] a3p","tAH,tam,abruvan","0,0,0"
mbh12_26063.xml,"n1s,i,n2s,prf a3s","brahma,ca,utsAdanam,jagAma","0,0,0,0"
mbh03_14487.xml,"x6s,f1s,f1s,f1s,n1s","mama,sA,duhitA,suSoBanA,nAma","0,0,0,0,0"
mbh12_26160.xml,"m1s,iic,iic,n2s,m1s,n1s,iic,m1s,i,ipf[1] a3s","nArAyaRaH,loka,hita,ArTam,vaqavAmuKaH,nAma,mahA,fziH,purA,aBavat","0,0,pp., ctp4,ctp4,pn,0,0,adj ck,preverb,0"
mbh03_14484.xml,"m1s,n2s,n2s,iic,i,iic,iic,m1s,i,prf a3s","sa,tat,vAkyam,upa,laBya,vyaTita,indriya,manAH,pra,uvAca","0,0,0,preverb,abs,pp.,ck,adj cbv,preverb,0"
mbh03_14488.xml,"f6s,n1s,n1s","tasyAH,dOHSIlyam,etat","0,0,0"
mbh12_25977.xml,"m1s,i,m1s,n1s","sa,ca,agniH,brahma","0,0,0,0"
mbh03_14569.xml,"m3p,iic,m3p,m1s,m1s,m1s,i,prf a3s,n2s,n2s,i,i","tEH,SUla,hastEH,vaDyamAnaH,sa,rAjA,pra,uvAca,idam,vAkyam,uccEH,tadAnIm","0,0,cbv,adj ppr. ps.,0,0,preverb,0,0,0,adverb,0"
mbh12_13973.xml,"m1s,n2p,iic,i,i,m6p,f2s,pop[5] a3s","sa,suKAni,anu,BUya,iha,SizwAnAm,gatim,ApnuyAt","0,0,preverb,abs,0,pp.,0,0"
mbh03_14481.xml,"m3p,iic,m3p,f1s,x6s,f1s","etEH,dur,AtmaBiH,priyA,me,BakzitA","0,0,adj cbv,0,0,adj pp."
mbh12_13952.xml,"m6s,iic,iic,f1s,pre p3s,i,m6s,m2s","tasya,svarga,Pala,AptiH,siDyate,ca,asya,mAnasam","0,0,ctp6,ctp2,0,0,0,0"
mbh03_14561.xml,"m1s,prf a3s","rAjA,uvAca","0,0"
mbh12_26065.xml,"i,m1p,m1p,i,m6s,m2s,m2s,n2s,iic,n7s,i,prf a3p","aTa,devAH,fzayaH,ca,AyuzaH,putram,nahuzam,nAma,deva,rAjatve,aBi,sizicuH","0,0,0,0,pn,adj,pn,0,0,0,preverb,0"
mbh12_25972.xml,"m1s,0,m7s,m7s,i","hitaH,deveBiH,mAnuze,jane,iti","pp.,0,0,0,0"
mbh01_7110.xml,"m1s,prf a3s","vESampAyanaH,uvAca","0,0"
mbh12_13903.xml,"iic,m1s,i,iic,m7p,x2s,i,pre[3] a3s","brahma,cArI,na,kAma,suKezu,AtmAnam,ava,daDAti","0,ctp upapada,0,0,ctp6,0,preverb,0"
mbh03_14533.xml,"n3s,iic,i,m7s,m7s,m2s,ipf[2] a3s","manasA,niS,citya,mAsi,pUrRe,Sizyam,abravIt","0,preverb,abs,0,adj pp.,0,0"
mbh12_26141.xml,"mvs,x7p,iic,f7p,m1s,f2s,i,pre[1] a3s,i","Bagavan,asmAsu,tulya,praBAvAsu,somaH,rohiRIm,aDikam,Bajati,iti","0,0,pfp. [1],ck,pn,pn,0,0,0"
mbh12_26075.xml,"f2s,i,prf a3s,m1s","tAm,aTa,uvAca,nahuzaH","0,0,0,pn"
mbh03_14532.xml,"i,n1s,i","aho,kazwam,iti","0,0,0"
mbh12_26033.xml,"x1p,iic,f1p,f1p,m2s,m2s,i,m1s,pre[9] m1p,i","vayam,deva,striyaH,apsarasaH,indram,varadam,purA,praBavizRum,vfRImahe,iti","0,0,adj ctp6,adj,pn,adj,0,adj,0,0"
mbh01_967.xml,"m1s,m6s,m3p,m1s,m1s,f6s,n1s,i,ipf[1] a3s","sa,janamejayasya,BrAtfBiH,aBihataH,rorUyamARaH,mAtuH,samIpam,upa,agacCat","0,0,0,pp.,int. ppr. md.,0,0,0,0"
mbh03_14637.xml,"m1s,m2s,m2s,i,i,pre[9] a3s,i","BavAn,indradyumnam,rAjAnam,prati,aBi,jAnAti,iti","0,pn,0,preverb,preverb,0,0"
mbh12_26045.xml,"m1s,ipv p3s,n2s,i,n2s,pop[3] a3s","sa,yAcyatAm,varam,yaTA,kalevaram,jahyAt","0,0,0,0,0,0"
mbh03_14628.xml,"m1s,i,m1s,iic,m1s,m1s,i,m2s,m2s,ipf[2] a3s","saH,evam,uktaH,rAja,fziH,indradyumnaH,punar,tam,ulUkam,abravIt","0,0,pp.,0,adj ck,pn,0,0,0,0"
mbh03_14638.xml,"m1s,i,m1s,ipf[2] a3s,n2s,i","saH,evam,uktaH,abravIt,muhUrtam,DyAtvA","0,0,pp.,0,0,abs"
mbh12_26073.xml,"f3s,x1s,iic,m1s,iic,iic,m1s,i","prakftyA,tvam,Darma,vatsalaH,soma,vaMSa,udBavaH,ca","0,0,0,ctp6,0,ctp6,ctp5,0"
mbh03_14675.xml,"i,m2p,ipf[2] a3s,m1s","aTa,enAn,abravIt,asO","0,0,0,0"
mbh12_25989.xml,"i,i,i,iic,m1p,m1p,pre[1] a3p","api,ca,atra,sanatkumAra,gItAH,SlokAH,Bavanti","0,0,0,0,adj pp., ctp3,0,0"
mbh01_7121.xml,"m6s,f1d,f1d,prf a3d","yayAteH,dve,BArye,baBUvatuH","0,0,pfp. [1],0"
mbh03_14639.xml,"i,i,pre[9] a1s,x1s,m2s,m2s,i","na,aBi,jAnAmi,aham,indradyumnam,rAjAnam,iti","0,preverb,0,0,pn,0,0"
mbh03_14429.xml,"m6s,pre[2] a2s,fvs,x1s,i","kasya,asi,suBage,tvam,iti","0,0,cbv,0,0"
mbh12_26072.xml,"m2s,f1s,i,prf a3s","tam,SacI,prati,uvAca","0,pn,preverb,0"
mbh12_26151.xml,"i,i,x2s,m6s,i,prf a3s","snAtvA,ca,AtmAnam,pApmanaH,mokzyAm,Asa","0,0,0,0,ppf actn,0"
mbh01_7113.xml,"m6s,f1s","dakzasya,aditiH","0,0"
mbh03_14443.xml,"iic,iic,m1s,i,m1s,f3s,i,i,f3s,i,ipf[2] a3s,iic,iic,f3s","pari,A,SvastaH,ca,rAjA,tayA,eva,saha,SibikayA,pra,ayAt,a,vi,GAwitayA","preverb,preverb,adj pp.,0,0,0,0,0,0,preverb,0,0,preverb,adj ca. pp., ctp na"
mbh03_14482.xml,"i,i,x4s,m1p,m1p","sarvaTA,eva,me,vaDyAH,maRqUkAH","0,0,0,0,0"
mbh03_14662.xml,"n2s,pre[6] a3s,f2s,i,m1s,n6s,n6s","divam,spfSati,BUmim,ca,SabdaH,puRyasya,karmaRaH","0,0,0,0,0,adj,0"
mbh03_14445.xml,"i,i,n1s,i,ipf[4] a3s","na,anyat,kim,cana,apaSyat","0,0,0,0,0"
mbh12_25975.xml,"m1s,m3p,m3p,n4s,i","hitaH,devEH,mAnuzEH,jagate,iti","pp.,0,0,0,0"
mbh03_14495.xml,"m2s,m2s,des ipv m2s,i","enam,rAjAnam,SuSrUzasva,iti","0,0,0,0"
mbh03_14542.xml,"i,i,ipv p3s,i","sADu,prati,gamyatAm,iti","0,0,0,0"
mbh12_13970.xml,"iic,f1s,n1s,iic,m1s,iic,iic,n1s,n1s","a,hiMsA,satyam,a,kroDaH,sarva,ASrama,gatam,tapaH","0,ctp na,0,0,ctp na,0,ck,adj pp., ctp7,0"
mbh03_14676.xml,"i,iic,m3s,i,m3s,m7s,m1s,iic,m1s,m1s,n5s,n5s,iic,iic,i,i,m2s,iic,m1s,i","nanu,devakI,putreRa,api,kfzReRa,narake,majjamAnaH,rAja,fziH,nfgaH,tasmAt,kfcCrAt,sam,ut,hftya,punaH,svargam,prati,pAditaH,iti","0,pn,adj ctp6,0,pn,0,0,0,ck,pn,0,0,preverb,preverb,abs,0,0,preverb,ca. pp.,0"
mbh12_13974.xml,"iic,f1s,m1s,m1s,iic,iic,n7s,m1s","uYCa,vfttiH,gfhasTaH,yaH,sva,Darma,caraRe,rataH","0,cbv,0,0,0,ck,ctp6,pp."
mbh12_26161.xml,"n6s,m7s,n1s,n6s,m1s,iic,m1s,i,iic,m1s","tasya,merO,tapaH,tapyataH,samudraH,A,hUtaH,na,A,gataH","0,0,0,0,0,preverb,pp.,0,preverb,pp."
mbh03_14455.xml,"i,iic,f1s,m1s,m1s,iic,n2s,iic,n2s,ipf[4] a3s","aTa,kzut,tfzRA,arditaH,SrAntaH,ati,mAtram,atimukta,AgAram,apaSyat","0,0,ck,pp., adj ctp3,pp.,0,adj ck,pn,ctp6,0"
